label,sessions,drives,total_sessions,n_days_after_onboarding,total_navigations_fav1,total_navigations_fav2,driven_km_drives,duration_minutes_drives,activity_days,driving_days,device,churn,km_per_drive,minutes_per_drive,drives_per_session,activity_rate,driving_rate,total_fav_navigations
retained,64,54,80.76829058,1635,81,0,2723.495224,1546.790177,2,2,iPhone,0,50.43509674074074,28.64426253703704,0.84375,0.0012232415902140672,0.0012232415902140672,81
retained,57,46,60.0376594,1732,429,95,1443.441103,589.9503158,27,21,Android,0,31.37915441304348,12.825006865217391,0.8070175438596491,0.01558891454965358,0.01212471131639723,524
retained,78,66,484.5716429,2381,106,21,10573.01978,6978.070441,31,26,iPhone,0,160.1972693939394,105.72834001515152,0.8461538461538461,0.013019739605207897,0.010919781604367913,127
retained,46,37,98.15654833,2938,372,26,4042.105947,1404.569949,22,17,iPhone,0,109.24610667567568,37.96134997297297,0.8043478260869565,0.007488087134104833,0.005786249149081007,398
retained,38,34,62.74575283,1940,313,12,4668.226427,1066.10387,24,20,iPhone,0,137.30077726470586,31.355996176470587,0.8947368421052632,0.012371134020618556,0.010309278350515464,325
retained,291,233,568.7227649,275,39,9,2578.7202,1703.292389,15,15,iPhone,0,11.067468669527898,7.310267763948498,0.8006872852233677,0.05454545454545454,0.05454545454545454,48
retained,126,101,346.3382111,2225,149,0,3666.356368,1446.018362,11,11,iPhone,0,36.300558099009905,14.317013485148514,0.8015873015873016,0.004943820224719101,0.004943820224719101,149
retained,156,127,780.9466294,101,113,0,1944.771913,646.9535456,18,18,iPhone,0,15.31316466929134,5.0941224062992125,0.8141025641025641,0.1782178217821782,0.1782178217821782,113
retained,75,60,108.1659311,2329,223,36,2354.623612,809.7421876,4,1,Android,0,39.24372686666666,13.495703126666665,0.8,0.0017174753112924003,0.00042936882782310007,259
retained,16,14,103.8941155,443,0,5,8786.114497,7181.044427,19,19,Android,0,627.5796069285715,512.9317447857143,0.875,0.04288939051918736,0.04288939051918736,5
retained,95,78,190.9769901,1848,35,28,2314.364451,1317.170917,20,20,iPhone,0,29.671339115384615,16.88680662820513,0.8210526315789474,0.010822510822510822,0.010822510822510822,63
retained,91,91,123.8217255,470,0,86,3423.421216,2355.455086,29,26,iPhone,0,37.620013362637366,25.884121824175825,1.0,0.06170212765957447,0.05531914893617021,86
retained,105,91,115.0010192,655,14,11,1822.449032,1197.962657,24,24,Android,0,20.02691243956044,13.164424802197802,0.8666666666666667,0.0366412213740458,0.0366412213740458,25
retained,20,17,183.5959214,2601,325,15,3182.697466,1768.326087,23,16,iPhone,0,187.217498,104.01918158823528,0.85,0.008842752787389465,0.006151480199923107,340
retained,165,132,309.913971,2567,293,76,4673.201532,2119.32992,20,17,Android,0,35.40304190909091,16.0555296969697,0.8,0.007791195948578107,0.006622516556291391,369
retained,133,106,182.484696,2595,185,52,4422.867487,2012.308708,8,2,Android,0,41.72516497169812,18.98404441509434,0.7969924812030075,0.0030828516377649326,0.0007707129094412332,237
retained,26,22,132.0307891,921,272,7,632.1399703,420.7125087,30,24,Android,0,28.733635013636363,19.12329585,0.8461538461538461,0.03257328990228013,0.026058631921824105,279
retained,25,25,63.26935458,1219,7,0,1187.584153,419.5127746,27,25,iPhone,0,47.50336612,16.780510984,1.0,0.022149302707136997,0.020508613617719443,7
churned,114,105,309.5828548,189,11,7,4285.245618,2322.605058,9,4,iPhone,1,40.81186302857143,22.12004817142857,0.9210526315789473,0.047619047619047616,0.021164021164021163,18
churned,23,20,24.75851394,552,65,14,1564.220191,821.8420876,3,3,iPhone,1,78.21100955,41.09210438,0.8695652173913043,0.005434782608695652,0.005434782608695652,79
churned,48,42,223.2527291,757,335,28,9947.593149,3369.145354,8,2,iPhone,1,236.84745592857143,80.21774652380952,0.875,0.010568031704095112,0.002642007926023778,363
retained,62,51,113.8218829,694,274,42,3826.387247,2916.712292,26,21,Android,0,75.02720092156864,57.19043709803922,0.8225806451612904,0.037463976945244955,0.03025936599423631,316
retained,7,7,36.67792977,2794,274,18,1130.116953,723.0277468,8,8,iPhone,0,161.445279,103.28967811428572,1.0,0.002863278453829635,0.002863278453829635,292
retained,67,57,76.46614419,1713,0,52,1620.545554,793.9297612,25,19,Android,0,28.430623754385966,13.928592301754387,0.8507462686567164,0.014594279042615295,0.011091652072387624,52
retained,4,4,62.62085256,3291,65,0,4996.233445,1345.047896,28,23,iPhone,0,1249.05836125,336.261974,1.0,0.00850805226374962,0.006988757216651474,65
retained,84,68,123.517569,3286,74,145,1558.791847,1201.028705,17,15,iPhone,0,22.92340951470588,17.662186838235293,0.8095238095238095,0.005173463177115033,0.004564820450395618,219
retained,12,10,21.82921966,3365,26,0,2900.68855,1698.26517,14,7,Android,0,290.068855,169.826517,0.8333333333333334,0.004160475482912333,0.0020802377414561664,26
retained,20,18,110.2701495,724,70,0,4418.959399,1660.205994,7,3,iPhone,0,245.49774438888892,92.23366633333333,0.9,0.009668508287292817,0.004143646408839779,70
churned,150,127,187.7083464,2028,208,132,1396.461977,496.6208911,0,0,iPhone,1,10.995763598425196,3.9104007173228346,0.8466666666666667,0.0,0.0,340
retained,41,33,176.6673157,2257,86,9,2493.388001,1103.630334,5,4,Android,0,75.55721215151515,33.443343454545456,0.8048780487804879,0.002215330084182543,0.0017722640673460345,95
retained,44,35,125.7867257,2193,304,0,351.6341884,243.7716509,11,9,iPhone,0,10.046691097142858,6.964904311428572,0.7954545454545454,0.005015959872321021,0.004103967168262654,304
retained,23,20,24.46477623,1924,169,0,11556.27748,4966.840886,27,26,Android,0,577.813874,248.3420443,0.8695652173913043,0.014033264033264034,0.013513513513513514,169
retained,49,42,68.3160358,1195,132,9,2702.164267,244.0548921,31,20,iPhone,0,64.33724445238096,5.810830764285714,0.8571428571428571,0.02594142259414226,0.016736401673640166,141
retained,43,35,236.7279571,1756,29,53,1461.93937,954.0503968,8,8,iPhone,0,41.76969628571429,27.258582765714287,0.813953488372093,0.004555808656036446,0.004555808656036446,82
retained,69,56,81.66585433,1356,373,0,11014.87014,9143.800241,24,23,iPhone,0,196.69410964285717,163.2821471607143,0.8115942028985508,0.017699115044247787,0.01696165191740413,373
retained,253,203,298.6736471,1546,0,88,4695.169432,2146.467081,6,1,iPhone,0,23.12891345812808,10.573729463054185,0.8023715415019763,0.0038809831824062097,0.000646830530401035,88
retained,4,3,113.8187866,1830,233,0,9624.439528,3213.049582,6,0,Android,0,3208.1465093333336,1071.0165273333334,0.75,0.003278688524590164,0.0,233
retained,12,12,478.4156826,1796,69,35,6931.284783,4643.478348,23,22,Android,0,577.60706525,386.956529,1.0,0.012806236080178173,0.012249443207126948,104
retained,150,121,270.5629064,1347,0,0,1791.379149,253.7758791,30,26,iPhone,0,14.8047863553719,2.0973213148760332,0.8066666666666666,0.022271714922048998,0.019302152932442463,0
churned,36,29,50.08943164,1167,139,0,3215.221847,1594.991577,1,1,iPhone,1,110.86971886206896,54.99970955172414,0.8055555555555556,0.000856898029134533,0.000856898029134533,139
retained,25,21,66.56667195,1619,147,11,3554.923388,2616.219443,19,18,iPhone,0,169.2820660952381,124.58187823809524,0.84,0.01173563928350834,0.011117974058060531,158
retained,36,30,132.3810261,2384,7,0,2485.994087,1197.510681,10,4,iPhone,0,82.86646956666667,39.9170227,0.8333333333333334,0.0041946308724832215,0.0016778523489932886,7
churned,62,51,327.5779296,2285,381,0,5270.991501,2571.449828,16,16,Android,1,103.35277452941178,50.420584862745095,0.8225806451612904,0.00700218818380744,0.00700218818380744,381
retained,248,200,248.3113428,2849,87,0,3377.481893,2032.029458,8,5,iPhone,0,16.887409465,10.16014729,0.8064516129032258,0.002808002808002808,0.001755001755001755,87
retained,23,20,126.0890646,997,36,71,8054.086196,1506.312415,28,21,iPhone,0,402.70430980000003,75.31562075000001,0.8695652173913043,0.028084252758274825,0.02106318956870612,107
retained,89,81,210.6642815,1189,0,68,5678.087584,1924.068701,29,22,iPhone,0,70.09984671604938,23.753934580246913,0.9101123595505618,0.024390243902439025,0.018502943650126155,68
retained,142,113,324.7514369,3001,806,18,1966.355964,872.2037088,29,20,iPhone,0,17.40138021238938,7.7186168920353975,0.795774647887324,0.009663445518160613,0.006664445184938354,824
retained,84,67,134.0383111,2868,177,55,2541.396988,1453.3281,22,21,iPhone,0,37.93129832835821,21.691464179104475,0.7976190476190477,0.007670850767085077,0.007322175732217573,232
retained,30,28,73.91682979,1722,293,17,5574.224608,3842.845897,8,6,iPhone,0,199.0794502857143,137.24449632142858,0.9333333333333333,0.004645760743321719,0.003484320557491289,310
retained,54,54,320.3440758,1285,0,77,2575.812329,987.0413442,29,20,Android,0,47.700228314814815,18.278543411111112,1.0,0.022568093385214007,0.01556420233463035,77
retained,97,84,209.2083212,1980,0,0,4471.194505,2104.72818,22,15,Android,0,53.22850601190477,25.05628785714286,0.865979381443299,0.011111111111111112,0.007575757575757576,0
churned,26,23,83.16688568,2118,335,0,944.2046415,455.0263064,2,0,Android,1,41.05237571739131,19.783752452173914,0.8846153846153846,0.0009442870632672333,0.0,335
retained,16,16,40.74102349,484,373,61,3628.581195,2134.416647,9,9,iPhone,0,226.7863246875,133.4010404375,1.0,0.01859504132231405,0.01859504132231405,434
retained,22,17,130.7650795,199,75,28,4626.208693,1499.578879,29,24,Android,0,272.129923117647,88.21052229411764,0.7727272727272727,0.1457286432160804,0.12060301507537688,103
retained,18,18,446.7149825,1115,228,0,4798.273478,3831.848313,31,25,iPhone,0,266.5707487777778,212.88046183333333,1.0,0.02780269058295964,0.02242152466367713,228
retained,16,16,20.26166523,960,279,58,5044.128761,3437.228784,24,23,Android,0,315.2580475625,214.826799,1.0,0.025,0.023958333333333335,337
retained,57,47,72.55234081,1260,230,65,3644.416203,1020.232449,5,4,Android,0,77.54077027659575,21.707073382978724,0.8245614035087719,0.003968253968253968,0.0031746031746031746,295
retained,18,18,197.7664549,1517,200,9,3771.957224,1639.140405,2,2,iPhone,0,209.55317911111112,91.06335583333333,1.0,0.0013183915622940012,0.0013183915622940012,209
retained,306,246,320.2575311,2252,60,0,3595.562658,2420.119875,28,20,Android,0,14.616108365853657,9.837885670731707,0.803921568627451,0.012433392539964476,0.008880994671403197,60
retained,35,28,71.61167794,1987,534,0,2422.61532,1156.60925,18,13,Android,0,86.52197571428572,41.307473214285714,0.8,0.009058882737795673,0.006542526421741319,534
retained,105,105,286.8490491,2826,168,0,2237.801562,1056.262155,4,0,iPhone,0,21.31239582857143,10.059639571428571,1.0,0.0014154281670205238,0.0,168
retained,117,94,156.839706,3479,286,17,1761.21432,310.7107283,28,26,iPhone,0,18.73632255319149,3.3054332797872346,0.8034188034188035,0.008048289738430584,0.0074734118999712565,303
retained,106,86,203.3186425,846,318,0,3737.339752,1055.547009,9,3,iPhone,0,43.457438976744186,12.273802430232557,0.8113207547169812,0.010638297872340425,0.0035460992907801418,318
retained,52,46,58.27949387,613,223,183,4742.485842,3196.94492,20,20,iPhone,0,103.09751830434783,69.49880260869566,0.8846153846153846,0.03262642740619902,0.03262642740619902,406
retained,17,14,279.9773294,3440,95,56,2674.811414,229.6819476,2,2,iPhone,0,191.05795814285713,16.4058534,0.8235294117647058,0.0005813953488372093,0.0005813953488372093,151
churned,116,95,192.6382907,359,142,0,4032.868589,2695.612209,1,0,iPhone,1,42.45124830526316,28.374865357894734,0.8189655172413793,0.002785515320334262,0.0,142
churned,305,244,638.0401516,400,171,164,1896.894034,960.975077,19,13,Android,1,7.77415587704918,3.9384224467213116,0.8,0.0475,0.0325,335
retained,0,0,559.5471117,2879,0,0,6668.84435,3511.370419,28,24,Android,0,0.0,0.0,0.0,0.009725599166377214,0.008336227856894755,0
retained,34,34,67.80586996,1403,27,24,6254.94844,3742.935943,1,1,iPhone,0,183.9690717647059,110.08635126470588,1.0,0.0007127583749109052,0.0007127583749109052,51
churned,122,99,295.5242311,2482,167,0,3396.139646,1841.313356,2,0,iPhone,1,34.30444086868687,18.59912480808081,0.8114754098360656,0.0008058017727639,0.0,167
retained,76,62,136.1968645,70,31,0,5700.894677,1041.768956,6,3,iPhone,0,91.94991414516129,16.802725096774193,0.8157894736842105,0.08571428571428572,0.04285714285714286,31
retained,113,91,236.2949809,1031,34,65,2810.720839,1245.591383,0,0,iPhone,0,30.887042186813186,13.687817395604394,0.8053097345132744,0.0,0.0,99
retained,78,63,121.4956353,2231,0,9,2427.257066,831.6080142,21,18,iPhone,0,38.52788993650794,13.200127209523808,0.8076923076923077,0.00941281936351412,0.008068130883012102,9
churned,48,39,132.1688328,2279,194,0,2626.224474,1437.792565,24,24,Android,1,67.33908907692307,36.86647602564103,0.8125,0.010530934620447565,0.010530934620447565,194
retained,37,30,53.99957919,710,2,30,5661.684796,2816.030953,26,20,Android,0,188.72282653333332,93.86769843333333,0.8108108108108109,0.036619718309859155,0.028169014084507043,32
retained,139,112,321.7948003,2298,237,58,1243.198074,675.2571618,29,23,Android,0,11.099982803571427,6.029081801785714,0.8057553956834532,0.012619669277632724,0.010008703220191472,295
retained,66,55,120.0854852,2515,0,0,2641.117738,2125.9414,16,14,iPhone,0,48.02032250909091,38.65348,0.8333333333333334,0.006361829025844931,0.005566600397614314,0
retained,29,23,56.53640154,677,309,0,5052.460683,868.0307127,7,5,iPhone,0,219.67220360869567,37.74046576956522,0.7931034482758621,0.0103397341211226,0.007385524372230428,309
retained,38,38,77.18311377,2324,7,27,1702.406888,364.6328176,3,3,Android,0,44.800181263157896,9.595600463157895,1.0,0.0012908777969018934,0.0012908777969018934,34
retained,56,47,90.50690136,1714,0,0,1586.463423,733.9737947,15,13,Android,0,33.75454091489362,15.616463717021276,0.8392857142857143,0.008751458576429404,0.007584597432905484,0
retained,54,45,116.6071611,3240,14,79,1762.324979,1006.688166,10,6,Android,0,39.162777311111114,22.370848133333332,0.8333333333333334,0.0030864197530864196,0.001851851851851852,93
retained,91,73,168.251515,3045,198,187,792.4761859,490.3170508,21,13,Android,0,10.855838163013699,6.7166719287671235,0.8021978021978022,0.006896551724137931,0.004269293924466338,385
retained,18,15,85.47546123,1305,25,10,2727.785623,513.498205,7,7,iPhone,0,181.85237486666668,34.233213666666664,0.8333333333333334,0.0053639846743295016,0.0053639846743295016,35
retained,40,32,52.76008722,314,0,0,1724.225763,904.4785419,0,0,iPhone,0,53.88205509375,28.264954434375,0.8,0.0,0.0,0
retained,23,19,55.70118982,943,13,0,1234.079017,865.2079368,4,4,Android,0,64.95152721052632,45.53725983157894,0.8260869565217391,0.0042417815482502655,0.0042417815482502655,13
retained,79,64,245.6239413,3016,0,92,4457.568347,1293.012432,25,20,Android,0,69.649505421875,20.20331925,0.810126582278481,0.008289124668435014,0.006631299734748011,92
retained,42,34,174.1668226,1461,0,82,3478.887784,2343.429301,6,3,Android,0,102.32022894117647,68.92439120588236,0.8095238095238095,0.004106776180698152,0.002053388090349076,82
retained,192,155,234.4007225,2503,205,40,9041.333182,4364.070565,28,26,Android,0,58.33118181935484,28.155293967741937,0.8072916666666666,0.011186576108669596,0.010387534958050339,245
retained,16,14,403.4809775,1267,14,3,2585.059579,1690.346282,24,23,iPhone,0,184.6471127857143,120.73902014285714,0.875,0.018942383583267563,0.018153117600631413,17
churned,67,55,129.2595571,2922,310,15,2569.150563,1948.197506,11,7,iPhone,1,46.711828418181824,35.42177283636364,0.8208955223880597,0.0037645448323066393,0.0023956194387405884,325
retained,150,122,269.0140577,546,0,38,6446.129773,2611.811183,16,10,iPhone,0,52.837129286885244,21.4082883852459,0.8133333333333334,0.029304029304029304,0.018315018315018316,38
retained,31,25,130.3460437,3251,67,29,7712.174513,972.9860613,19,12,Android,0,308.48698052,38.919442452,0.8064516129032258,0.00584435558289757,0.003691171947093202,96
churned,97,80,131.9129271,2929,37,0,4255.626774,866.8800721,12,9,Android,1,53.195334675000005,10.83600090125,0.8247422680412371,0.004096961420279959,0.0030727210652099694,37
retained,16,15,157.9590826,343,53,44,1730.393075,455.4794569,25,16,Android,0,115.35953833333333,30.36529712666667,0.9375,0.0728862973760933,0.04664723032069971,97
retained,148,118,167.2459681,2680,12,0,6206.237566,1879.524603,10,7,iPhone,0,52.59523361016949,15.928174601694916,0.7972972972972973,0.0037313432835820895,0.0026119402985074628,12
retained,402,322,510.9532675,496,0,132,5781.057241,515.2152664,24,21,iPhone,0,17.95359391614907,1.6000474111801244,0.8009950248756219,0.04838709677419355,0.04233870967741935,132
retained,15,15,115.6572458,811,6,0,3090.907194,1572.509162,6,1,iPhone,0,206.06047959999998,104.83394413333333,1.0,0.007398273736128237,0.0012330456226880395,6
retained,138,129,198.6097411,2053,62,39,2600.810383,1077.126474,26,23,iPhone,0,20.161320798449612,8.349817627906976,0.9347826086956522,0.012664393570384803,0.011203117389186557,101
churned,39,32,176.5371809,190,610,33,4846.91837,2681.366806,4,4,Android,1,151.4661990625,83.7927126875,0.8205128205128205,0.021052631578947368,0.021052631578947368,643
retained,25,25,716.0780294,2739,0,11,11009.29294,205.8626513,19,17,Android,0,440.37171759999995,8.234506052,1.0,0.006936838262139467,0.006206644760861628,11
retained,7,6,65.07366594,3023,140,0,1378.65079,385.7186153,27,18,Android,0,229.77513166666665,64.28643588333334,0.8571428571428571,0.008931524975190208,0.005954349983460139,140
retained,17,15,105.6192067,1748,44,13,2774.682089,681.2939989,5,2,Android,0,184.97880593333332,45.41959992666667,0.8823529411764706,0.002860411899313501,0.0011441647597254005,57
retained,33,27,256.7593388,3012,136,72,9522.433102,1175.241192,10,10,iPhone,0,352.6827074814815,43.52745155555555,0.8181818181818182,0.0033200531208499337,0.0033200531208499337,208
retained,40,32,102.9483312,3323,154,101,3465.589796,1951.540263,14,13,iPhone,0,108.299681125,60.98563321875,0.8,0.004213060487511285,0.003912127595546194,255
churned,89,82,91.52727513,2254,0,0,1772.191366,581.6487794,3,3,iPhone,1,21.612089829268292,7.093277797560975,0.9213483146067416,0.0013309671694764862,0.0013309671694764862,0
retained,237,193,268.643805,1258,88,9,4478.18088,3120.903895,27,24,Android,0,23.203009740932643,16.170486502590673,0.8143459915611815,0.021462639109697933,0.019077901430842606,97
retained,141,113,242.1291202,508,0,0,4136.026058,1841.184376,12,11,iPhone,0,36.60200051327434,16.293667044247787,0.8014184397163121,0.023622047244094488,0.021653543307086614,0
retained,29,29,490.3315821,2551,120,73,6323.941583,3381.924229,15,15,Android,0,218.06695113793103,116.61807686206897,1.0,0.005880047040376323,0.005880047040376323,193
retained,175,140,245.7357075,2808,145,27,5732.235928,1978.80378,3,3,iPhone,0,40.94454234285714,14.134312714285715,0.8,0.0010683760683760685,0.0010683760683760685,172
retained,222,177,637.1520592,3021,71,95,2847.210995,1023.024294,29,24,iPhone,0,16.085937824858757,5.779798271186441,0.7972972972972973,0.009599470374048328,0.007944389275074478,166
retained,45,37,124.6937427,3073,81,112,2422.060394,1466.9046,24,15,Android,0,65.46109172972973,39.64607027027027,0.8222222222222222,0.0078099576960624795,0.0048812235600390495,193
retained,53,43,169.9292346,2389,0,24,5406.819727,3727.775268,17,17,iPhone,0,125.73999365116279,86.69244809302326,0.8113207547169812,0.007115948095437421,0.007115948095437421,24
retained,49,40,421.6059953,3244,30,0,2810.309139,1608.434574,12,5,iPhone,0,70.257728475,40.21086435,0.8163265306122449,0.0036991368680641184,0.0015413070283600493,30
retained,89,72,187.9245034,2507,43,28,854.3864466,619.1899061,25,22,iPhone,0,11.866478425,8.599859806944444,0.8089887640449438,0.00997207818109294,0.008775428799361787,71
churned,231,186,268.4330673,2726,81,0,3162.956577,2625.667679,1,1,Android,1,17.005142887096774,14.116492897849463,0.8051948051948052,0.00036683785766691124,0.00036683785766691124,81
retained,51,41,94.97103389,3202,180,0,1642.368888,1064.403306,23,21,iPhone,0,40.05777775609756,25.961056243902437,0.803921568627451,0.007183010618363523,0.00655840099937539,180
retained,40,32,142.4369117,81,172,0,3296.985485,678.2867502,25,16,Android,0,103.03079640625,21.19646094375,0.8,0.30864197530864196,0.19753086419753085,172
retained,33,30,66.8912126,1324,221,0,3991.841876,811.7367455,2,0,iPhone,0,133.06139586666666,27.057891516666665,0.9090909090909091,0.0015105740181268882,0.0,221
churned,16,16,96.28488763,263,195,0,6457.34681,2797.664795,5,1,iPhone,1,403.584175625,174.8540496875,1.0,0.019011406844106463,0.0038022813688212928,195
retained,130,108,186.1927457,3116,243,126,9184.587914,5580.123677,24,15,iPhone,0,85.04248068518518,51.66781182407407,0.8307692307692308,0.007702182284980745,0.004813863928112966,369
retained,7,6,58.86116655,350,0,13,1838.430447,589.7720026,25,20,iPhone,0,306.4050745,98.29533376666666,0.8571428571428571,0.07142857142857142,0.05714285714285714,13
retained,219,188,280.4192673,2306,0,77,3353.748203,839.8553132,13,7,Android,0,17.839086186170213,4.467315495744681,0.8584474885844748,0.005637467476149176,0.003035559410234172,77
retained,260,208,593.8376512,720,20,0,2752.548464,511.8992854,10,8,Android,0,13.233406076923076,2.4610542567307694,0.8,0.013888888888888888,0.011111111111111112,20
retained,14,13,62.99429299,843,35,7,1945.668314,1482.244178,24,22,Android,0,149.66679338461537,114.01878292307691,0.9285714285714286,0.028469750889679714,0.02609727164887307,42
retained,161,129,647.4846853,672,0,31,4800.011104,3955.734301,15,14,iPhone,0,37.209388403100775,30.664606984496125,0.8012422360248447,0.022321428571428572,0.020833333333333332,31
retained,97,78,423.9110606,1613,127,0,5035.613545,3271.766085,13,10,iPhone,0,64.55914801282051,41.94571903846154,0.8041237113402062,0.008059516429014259,0.006199628022318661,127
retained,190,154,309.6783197,400,83,7,1789.478603,1418.241292,23,22,Android,0,11.61999092857143,9.209359038961038,0.8105263157894737,0.0575,0.055,90
retained,127,104,156.3539388,2184,0,48,9913.302189,2062.89733,25,25,iPhone,0,95.32021335576923,19.835551249999998,0.8188976377952756,0.011446886446886446,0.011446886446886446,48
retained,41,33,167.2110599,2329,0,78,4795.348762,1610.18192,25,23,iPhone,0,145.31359884848484,48.79339151515151,0.8048780487804879,0.010734220695577501,0.0098754830399313,78
retained,17,14,88.08790771,2992,123,53,2225.986252,1173.622402,22,15,Android,0,158.999018,83.83017157142856,0.8235294117647058,0.007352941176470588,0.005013368983957219,176
retained,43,43,171.9048024,1307,50,9,2683.155744,877.2887424,29,23,iPhone,0,62.398970790697675,20.402063776744185,1.0,0.02218821729150727,0.017597551644988524,59
retained,143,114,166.2799211,3095,111,15,4933.769533,2255.994717,11,6,iPhone,0,43.27868011403508,19.789427342105263,0.7972027972027972,0.003554119547657512,0.0019386106623586429,126
retained,140,113,185.1143893,2137,137,28,3294.554435,1909.513018,9,9,iPhone,0,29.155348982300886,16.898345292035398,0.8071428571428572,0.004211511464670099,0.004211511464670099,165
churned,64,64,296.5899668,273,701,104,2196.549568,1414.4318,19,18,Android,1,34.321087,22.100496875,1.0,0.0695970695970696,0.06593406593406594,805
retained,266,217,301.0848611,2476,0,44,3289.331979,974.2172746,29,26,Android,0,15.158211884792626,4.489480528110599,0.8157894736842105,0.011712439418416801,0.01050080775444265,44
